:mode=ask
:IOAccess,Application,Topic,AdviseActive,DDEProtocol,SecApplication,SecTopic,SecAdviseActive,SecDDEProtocol,FailoverExpression,FailoverDeadband,DFOFlag,FBDFlag,FailbackDeadband,
"Z_DAT_076E4","$System","CURVE00LOOP14FLOW4DATA(SCRATCHPAD)",No,No,0,No,No,0,0,"GPM",0,0,99.9899979,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,9999,Linear,"COMMON",No,"N300[144]",No,"CURVE00LOOP14FLOW4DATA(SCRATCHPAD)",0,0,0,0,0,0,0,0,"","","","","","","",""
"Z_DAT_076E5","$System","CURVE00LOOP14FLOW5DATA(SCRATCHPAD)",No,No,0,No,No,0,0,"GPM",0,0,99.9899979,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,9999,Linear,"COMMON",No,"N300[145]",No,"CURVE00LOOP14FLOW5DATA(SCRATCHPAD)",0,0,0,0,0,0,0,0,"","","","","","","",""
"Z_DAT_076E6","$System","CURVE00LOOP14FLOW6DATA(SCRATCHPAD)",No,No,0,No,No,0,0,"GPM",0,0,99.9899979,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,9999,Linear,"COMMON",No,"N300[146]",No,"CURVE00LOOP14FLOW6DATA(SCRATCHPAD)",0,0,0,0,0,0,0,0,"","","","","","","",""
"Z_DAT_076F0","$System","CURVE00LOOP15FLOW0DATA(SCRATCHPAD)",No,No,0,No,No,0,0,"GPM",0,0,120,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,1200,Linear,"COMMON",No,"N300[150]",No,"CURVE00LOOP15FLOW0DATA(SCRATCHPAD)",0,0,0,0,0,0,0,0,"","","","","","","",""
"Z_DAT_076F1","$System","CURVE00LOOP15FLOW1DATA(SCRATCHPAD)",No,No,0,No,No,0,0,"GPM",0,0,120,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,1200,Linear,"COMMON",No,"N300[151]",No,"CURVE00LOOP15FLOW1DATA(SCRATCHPAD)",0,0,0,0,0,0,0,0,"","","","","","","",""
"Z_DAT_076F2","$System","CURVE00LOOP15FLOW2DATA(SCRATCHPAD)",No,No,0,No,No,0,0,"GPM",0,0,120,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,1200,Linear,"COMMON",No,"N300[152]",No,"CURVE00LOOP15FLOW2DATA(SCRATCHPAD)",0,0,0,0,0,0,0,0,"","","","","","","",""
"Z_DAT_076F3","$System","CURVE00LOOP15FLOW3DATA(SCRATCHPAD)",No,No,0,No,No,0,0,"GPM",0,0,120,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,1200,Linear,"COMMON",No,"N300[153]",No,"CURVE00LOOP15FLOW3DATA(SCRATCHPAD)",0,0,0,0,0,0,0,0,"","","","","","","",""
"Z_DAT_076F4","$System","CURVE00LOOP15FLOW4DATA(SCRATCHPAD)",No,No,0,No,No,0,0,"GPM",0,0,120,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,1200,Linear,"COMMON",No,"N300[154]",No,"CURVE00LOOP15FLOW4DATA(SCRATCHPAD)",0,0,0,0,0,0,0,0,"","","","","","","",""
"Z_DAT_076F5","$System","CURVE00LOOP15FLOW5DATA(SCRATCHPAD)",No,No,0,No,No,0,0,"GPM",0,0,120,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,1200,Linear,"COMMON",No,"N300[155]",No,"CURVE00LOOP15FLOW5DATA(SCRATCHPAD)",0,0,0,0,0,0,0,0,"","","","","","","",""
"Z_DAT_076F6","$System","CURVE00LOOP15FLOW6DATA(SCRATCHPAD)",No,No,0,No,No,0,0,"GPM",0,0,120,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,1200,Linear,"COMMON",No,"N300[156]",No,"CURVE00LOOP15FLOW6DATA(SCRATCHPAD)",0,0,0,0,0,0,0,0,"","","","","","","",""
"Z_DAT_076G0","$System","CURVE00LOOP16FLOW0DATA(SCRATCHPAD)",No,No,0,No,No,0,0,"GPM",0,0,99.9899979,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,9999,Linear,"COMMON",No,"N300[160]",No,"CURVE00LOOP16FLOW0DATA(SCRATCHPAD)",0,0,0,0,0,0,0,0,"","","","","","","",""
"Z_DAT_076G1","$System","CURVE00LOOP16FLOW1DATA(SCRATCHPAD)",No,No,0,No,No,0,0,"GPM",0,0,99.9899979,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,9999,Linear,"COMMON",No,"N300[161]",No,"CURVE00LOOP16FLOW1DATA(SCRATCHPAD)",0,0,0,0,0,0,0,0,"","","","","","","",""
"Z_DAT_076G2","$System","CURVE00LOOP16FLOW2DATA(SCRATCHPAD)",No,No,0,No,No,0,0,"GPM",0,0,99.9899979,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,9999,Linear,"COMMON",No,"N300[162]",No,"CURVE00LOOP16FLOW2DATA(SCRATCHPAD)",0,0,0,0,0,0,0,0,"","","","","","","",""
"Z_DAT_076G3","$System","CURVE00LOOP16FLOW3DATA(SCRATCHPAD)",No,No,0,No,No,0,0,"GPM",0,0,99.9899979,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,9999,Linear,"COMMON",No,"N300[163]",No,"CURVE00LOOP16FLOW3DATA(SCRATCHPAD)",0,0,0,0,0,0,0,0,"","","","","","","",""
"Z_DAT_076G4","$System","CURVE00LOOP16FLOW4DATA(SCRATCHPAD)",No,No,0,No,No,0,0,"GPM",0,0,99.9899979,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,9999,Linear,"COMMON",No,"N300[164]",No,"CURVE00LOOP16FLOW4DATA(SCRATCHPAD)",0,0,0,0,0,0,0,0,"","","","","","","",""
"Z_DAT_076G5","$System","CURVE00LOOP16FLOW5DATA(SCRATCHPAD)",No,No,0,No,No,0,0,"GPM",0,0,99.9899979,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,9999,Linear,"COMMON",No,"N300[165]",No,"CURVE00LOOP16FLOW5DATA(SCRATCHPAD)",0,0,0,0,0,0,0,0,"","","","","","","",""
"Z_DAT_076G6","$System","CURVE00LOOP16FLOW6DATA(SCRATCHPAD)",No,No,0,No,No,0,0,"GPM",0,0,99.9899979,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,9999,Linear,"COMMON",No,"N300[166]",No,"CURVE00LOOP16FLOW6DATA(SCRATCHPAD)",0,0,0,0,0,0,0,0,"","","","","","","",""
"Z_DAT_076H0","$System","CURVE00LOOP17FLOW0DATA(SCRATCHPAD)",No,No,0,No,No,0,0,"GPM",0,0,99.9899979,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,9999,Linear,"COMMON",No,"N300[170]",No,"CURVE00LOOP17FLOW0DATA(SCRATCHPAD)",0,0,0,0,0,0,0,0,"","","","","","","",""
"Z_DAT_076H1","$System","CURVE00LOOP17FLOW1DATA(SCRATCHPAD)",No,No,0,No,No,0,0,"GPM",0,0,99.9899979,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,9999,Linear,"COMMON",No,"N300[171]",No,"CURVE00LOOP17FLOW1DATA(SCRATCHPAD)",0,0,0,0,0,0,0,0,"","","","","","","",""
"Z_DAT_076H2","$System","CURVE00LOOP17FLOW2DATA(SCRATCHPAD)",No,No,0,No,No,0,0,"GPM",0,0,99.9899979,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,9999,Linear,"COMMON",No,"N300[172]",No,"CURVE00LOOP17FLOW2DATA(SCRATCHPAD)",0,0,0,0,0,0,0,0,"","","","","","","",""
"Z_DAT_076H3","$System","CURVE00LOOP17FLOW3DATA(SCRATCHPAD)",No,No,0,No,No,0,0,"GPM",0,0,99.9899979,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,9999,Linear,"COMMON",No,"N300[173]",No,"CURVE00LOOP17FLOW3DATA(SCRATCHPAD)",0,0,0,0,0,0,0,0,"","","","","","","",""
"Z_DAT_076H4","$System","CURVE00LOOP17FLOW4DATA(SCRATCHPAD)",No,No,0,No,No,0,0,"GPM",0,0,99.9899979,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,9999,Linear,"COMMON",No,"N300[174]",No,"CURVE00LOOP17FLOW4DATA(SCRATCHPAD)",0,0,0,0,0,0,0,0,"","","","","","","",""
"Z_DAT_076H5","$System","CURVE00LOOP17FLOW5DATA(SCRATCHPAD)",No,No,0,No,No,0,0,"GPM",0,0,99.9899979,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,9999,Linear,"COMMON",No,"N300[175]",No,"CURVE00LOOP17FLOW5DATA(SCRATCHPAD)",0,0,0,0,0,0,0,0,"","","","","","","",""
"Z_DAT_076H6","$System","CURVE00LOOP17FLOW6DATA(SCRATCHPAD)",No,No,0,No,No,0,0,"GPM",0,0,99.9899979,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,9999,Linear,"COMMON",No,"N300[176]",No,"CURVE00LOOP17FLOW6DATA(SCRATCHPAD)",0,0,0,0,0,0,0,0,"","","","","","","",""
"WTC_to_CMN_Spare_Real_1","$System","TUNDISHTEMPERATURE",No,No,0,No,No,0,0,"Inches",0,0,3200,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,3200,Linear,"STRAND2",No,"Stream_Pyro",No,"",0,0,0,0,0,0,0,0,"","","","","","","",""
"W2_DAT_075E2","$System","COOLINGCURVELOOP14FLOW2DATA",No,No,0,No,No,0,0,"GPM",0,0,99.9899979,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,9999,Linear,"STRAND2",No,"W2_HMI_CoolCrv_Loop14_Data2",No,"COOLINGCURVELOOP14FLOW2DATA",0,0,0,0,0,0,0,0,"","","","","","","",""
"S1_STRAND_TAIL_POSITION","$System","STRANDTAILPOSITION",No,No,0,No,No,0,0,"%",0,0,3.39999995e+038,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,3.39999995e+038,Linear,"STRAND1",No,"MMI_Strnd_Lngth_Val",No,"STRANDTAILPOSITION",0,0,0,0,0,0,0,0,"","","","","","","",""
"S1_TOTAL_CAST_LENGTH","$System","TOTALCASTLENGTH",No,No,0,No,No,0,0,"%",0,0,3.39999995e+038,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,3.39999995e+038,Linear,"COMMON",No,"S1_CastLength_Value",Yes,"TOTALCASTLENGTH",0,0,0,0,0,0,0,0,"","","","","","","",""
"W2_DAT_075D4","$System","COOLINGCURVELOOP13FLOW4DATA",No,No,0,No,No,0,0,"GPM",0,0,99.9899979,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,9999,Linear,"STRAND2",No,"W2_HMI_CoolCrv_Loop13_Data4",No,"COOLINGCURVELOOP13FLOW4DATA",0,0,0,0,0,0,0,0,"","","","","","","",""
"C1_MW_EMRGNCY_TANK_LVL","$System","EMERGENCY MOLD WATER TANK LEVEL",No,No,0,No,No,0,0,"%",11,0,34,0,0,Off,0,1,On,8,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,3400,Linear,"COMMON",No,"CMN_HMI_Emrg_MoldWtrTnkLvl",No,"EMERGENCY MOLD WATER TANK LEVEL",0,0,0,0,0,0,0,0,"","","","","","","",""
"HMI_S1_West_Noz","$System","",No,No,0,No,No,0,0,"Inches",0,0,3200,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,3200,Linear,"Narco",Yes,"HMI_S1_West_Noz",No,"",0,0,0,0,0,0,0,0,"","","","","","","",""
"A_LT#_53070","$System","MOLDLEVEL",No,Yes,1,No,No,0,0,"INCH",0,0,3.93700004,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,1000,Linear,"STRAND1",No,"S1_HMI_Mold_Lvl",No,"MOLDLEVEL",0,0,0,0,0,0,0,0,"","","","","","","",""
"A_LC#_53071","$System","MOLDLEVELSETPOINT",No,No,0,No,No,0,0,"INCH",0,0,3.93700004,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,1000,Linear,"STRAND1",No,"S1_HMI_MoldLvl_Stpt",No,"MOLDLEVELSETPOINT",0,0,0,0,0,0,0,0,"","","","","","","",""
"A_LC#_53280","$System","OPERATORENTRYS.P.MAX.",No,No,0,No,No,0,0,"INCH",0,0,3.93700004,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,100,Linear,"STRAND1",No,"HMI_S1_OpEntry_SPMax",No,"OPERATORENTRYS.P.MAX.",0,0,0,0,0,0,0,0,"","","","","","","",""
"A_LC#_53281","$System","OPERATORENTRYS.P.MIN.",No,No,0,No,No,0,0,"INCH",0,0,3.93700004,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,100,Linear,"STRAND1",No,"HMI_S1_OpEntry_SPMin",No,"OPERATORENTRYS.P.MIN.",0,0,0,0,0,0,0,0,"","","","","","","",""
"A_LC#_53020","$System","OPERATORENTRYMENISCUSVALUE",No,No,0,No,No,0,0,"INCH",0,0,3.93700004,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,100,Linear,"STRAND1",No,"HMI_S1_OPEntry_MeniscValv",No,"OPERATORENTRYMENISCUSVALUE",0,0,0,0,0,0,0,0,"","","","","","","",""
"A_PLC_65000","$System","STRANDHEADTRACKING",No,No,0,No,No,0,0,"INCH",0,0,9999,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,9999,Linear,"STRAND1",No,"S1_HMI_Strnd_Head_Trckng",No,"STRANDHEADTRACKING",0,0,0,0,0,0,0,0,"","","","","","","",""
"A_PLC_65001","$System","STRANDTAILTRACKING",No,No,0,No,No,0,0,"INCH",0,0,9999,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,9999,Linear,"STRAND1",No,"S1_HMI_Strnd_Tail_Trckng",No,"STRANDTAILTRACKING",0,0,0,0,0,0,0,0,"","","","","","","",""
"A_LOD_63000","$System","OSCILLATOR-%LOAD",No,No,0,No,No,0,0,"%",0,-150,150,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,-150,150,Linear,"STRAND1",No,"S1_HMI_Osc_Prcnt_Load",No,"OSCILLATOR-%LOAD",0,0,0,0,0,0,0,0,"","","","","","","",""
"A_LOD_65010","$System","WITHDRAWALSTRAIGHTENER1-%LOAD",No,No,0,No,No,0,0,"%",0,-150,150,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,-150,150,Linear,"STRAND1",No,"S1_HMI_WS_1_PrcntLoad",No,"WITHDRAWALSTRAIGHTENER1-%LOAD",0,0,0,0,0,0,0,0,"","","","","","","",""
"A_LOD_65020","$System","WITHDRAWALSTRAIGHTENER2-%LOAD",No,No,0,No,No,0,0,"%",0,-150,150,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,-150,150,Linear,"STRAND1",No,"S1_HMI_WS_2_PrcntLoad",No,"WITHDRAWALSTRAIGHTENER2-%LOAD",0,0,0,0,0,0,0,0,"","","","","","","",""
"A_LOD_65030","$System","WITHDRAWALSTRAIGHTENER3-%LOAD",No,No,0,No,No,0,0,"%",0,-150,150,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,-150,150,Linear,"STRAND1",No,"S1_HMI_WS_3_PrcntLoad",No,"WITHDRAWALSTRAIGHTENER3-%LOAD",0,0,0,0,0,0,0,0,"","","","","","","",""
"A_LOD_65040","$System","WITHDRAWALSTRAIGHTENER4-%LOAD",No,No,0,No,No,0,0,"%",0,-150,150,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,-150,150,Linear,"STRAND1",No,"S1_HMI_WS_4_PrcntLoad",No,"WITHDRAWALSTRAIGHTENER4-%LOAD",0,0,0,0,0,0,0,0,"","","","","","","",""
"A_LOD_65050","$System","WITHDRAWALSTRAIGHTENER5-%LOAD",No,No,0,No,No,0,0,"%",0,-150,150,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,-150,150,Linear,"STRAND1",No,"S1_HMI_WS_5_PrcntLoad",No,"WITHDRAWALSTRAIGHTENER5-%LOAD",0,0,0,0,0,0,0,0,"","","","","","","",""
"A_LOD_67106","$System","TORCHAPPROACH-%LOAD",No,No,0,No,No,0,0,"%",0,-150,150,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,-150,150,Linear,"STRAND1",No,"S1_HMI_Torch_Prcnt_Load",No,"TORCHAPPROACH-%LOAD",0,0,0,0,0,0,0,0,"","","","","","","",""
"A_LOD_67206","$System","TORCHTABLE-%LOAD",No,No,0,No,No,0,0,"%",0,-150,150,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,-150,150,Linear,"STRAND1",No,"S1_HMI_TorchTbl_PrcntLoad",No,"TORCHTABLE-%LOAD",0,0,0,0,0,0,0,0,"","","","","","","",""
"A_PLC_68004","$System","TORCH-PRESETLENGTH",No,No,0,No,No,0,0,"INCH",0,0,999.900024,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,9999,Linear,"TORCH1",No,"N611[30]",Yes,"TORCH-PRESETLENGTH",0,0,0,0,0,0,0,0,"","","","","","","",""
"PRV_HT_OPEN_HR","$System","",No,No,0,No,No,0,0,"",0,0,100,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,100,Linear,"COMMON",No,"Cmn_PrevHeat_Hr",Yes,"",0,0,0,0,0,0,0,0,"","","","","","","",""
"S2_wt_high_weight_sp","$System","",No,No,0,No,No,0,0,"LBS",0,0,60000,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,6000,Linear,"STRAND2",No,"S2_HiWt_SP",No,"",0,0,0,0,0,0,0,0,"","","","","","","",""
"W2_DAT_07510","$System","COOLINGCURVELOOP01FLOW0DATA",No,No,0,No,No,0,0,"GPM",0,0,99.9899979,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,9999,Linear,"STRAND2",No,"W2_HMI_CoolCrv_Loop1_Data0",No,"COOLINGCURVELOOP01FLOW0DATA",0,0,0,0,0,0,0,0,"","","","","","","",""
"Z_DAT_075G0","$System","COOLINGCURVELOOP16FLOW0DATA",No,No,0,No,No,0,0,"GPM",0,0,99.9899979,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,9999,Linear,"STRAND1",No,"W1_HMI_CoolCrv_Loop16_Data0",No,"COOLINGCURVELOOP16FLOW0DATA",0,0,0,0,0,0,0,0,"","","","","","","",""
"Z_DAT_075G1","$System","COOLINGCURVELOOP16FLOW1DATA",No,No,0,No,No,0,0,"GPM",0,0,99.9899979,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,9999,Linear,"STRAND1",No,"W1_HMI_CoolCrv_Loop16_Data1",No,"COOLINGCURVELOOP16FLOW1DATA",0,0,0,0,0,0,0,0,"","","","","","","",""
"Z_DAT_07543","$System","COOLINGCURVELOOP04FLOW3DATA",No,No,0,No,No,0,0,"GPM",0,0,99.9899979,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,9999,Linear,"STRAND1",No,"W1_HMI_CoolCrv_Loop4_Data3",No,"COOLINGCURVELOOP04FLOW3DATA",0,0,0,0,0,0,0,0,"","","","","","","",""
"Z_DAT_075D6","$System","COOLINGCURVELOOP13FLOW6DATA",No,No,0,No,No,0,0,"GPM",0,0,99.9899979,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,9999,Linear,"STRAND1",No,"SW_Loop13_Flw_Stpt_60IPM",No,"COOLINGCURVELOOP13FLOW6DATA",0,0,0,0,0,0,0,0,"","","","","","","",""
"Z_DAT_07594","$System","COOLINGCURVELOOP09FLOW4DATA",No,No,0,No,No,0,0,"GPM",0,0,99.9899979,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,9999,Linear,"STRAND1",No,"W1_HMI_CoolCrv_Loop9_Data4",No,"COOLINGCURVELOOP09FLOW4DATA",0,0,0,0,0,0,0,0,"","","","","","","",""
"Z_DAT_07595","$System","COOLINGCURVELOOP09FLOW5DATA",No,No,0,No,No,0,0,"GPM",0,0,99.9899979,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,9999,Linear,"STRAND1",No,"W1_HMI_CoolCrv_Loop9_Data5",No,"COOLINGCURVELOOP09FLOW5DATA",0,0,0,0,0,0,0,0,"","","","","","","",""
"Z_DAT_07574","$System","COOLINGCURVELOOP07FLOW4DATA",No,No,0,No,No,0,0,"GPM",0,0,99.9899979,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,9999,Linear,"STRAND1",No,"W1_HMI_CoolCrv_Loop7_Data4",No,"COOLINGCURVELOOP07FLOW4DATA",0,0,0,0,0,0,0,0,"","","","","","","",""
"Z_DAT_07573","$System","COOLINGCURVELOOP07FLOW3DATA",No,No,0,No,No,0,0,"GPM",0,0,99.9899979,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,9999,Linear,"STRAND1",No,"W1_HMI_CoolCrv_Loop7_Data3",No,"COOLINGCURVELOOP07FLOW3DATA",0,0,0,0,0,0,0,0,"","","","","","","",""
"Z_DAT_07593","$System","COOLINGCURVELOOP09FLOW3DATA",No,No,0,No,No,0,0,"GPM",0,0,99.9899979,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,9999,Linear,"STRAND1",No,"W1_HMI_CoolCrv_Loop9_Data3",No,"COOLINGCURVELOOP09FLOW3DATA",0,0,0,0,0,0,0,0,"","","","","","","",""
"Z_DAT_07550","$System","COOLINGCURVELOOP05FLOW0DATA",No,No,0,No,No,0,0,"GPM",0,0,99.9899979,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,9999,Linear,"STRAND1",No,"W1_HMI_CoolCrv_Loop5_Data0",No,"COOLINGCURVELOOP05FLOW0DATA",0,0,0,0,0,0,0,0,"","","","","","","",""
"Z_DAT_07551","$System","COOLINGCURVELOOP05FLOW1DATA",No,No,0,No,No,0,0,"GPM",0,0,99.9899979,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,9999,Linear,"STRAND1",No,"W1_HMI_CoolCrv_Loop5_Data1",No,"COOLINGCURVELOOP05FLOW1DATA",0,0,0,0,0,0,0,0,"","","","","","","",""
"W1_A_SP#_06003","$System","M.W.LOCALSETPOINT(WRITE)",No,No,0,No,No,0,0,"GPM",0,0,2000,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,2000,Linear,"STRAND1",No,"HMI_W1_MoldWtr_LocStpt",No,"M.W.LOCALSETPOINT(WRITE)",0,0,0,0,0,0,0,0,"","","","","","","",""
"W1_A_SP#_07011","$System","S.W.LOCALSETPOINTLOOP01(WRITE)",No,No,0,No,No,0,0,"GPM",0,0,200,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,2000,Linear,"STRAND1",No,"HMI_W1_SW_Loop1_Stpt_Entry",No,"S.W.LOCALSETPOINTLOOP01(WRITE)",0,0,0,0,0,0,0,0,"","","","","","","",""
"W1_A_SP#_07021","$System","S.W.LOCALSETPOINTLOOP02(WRITE)",No,No,0,No,No,0,0,"GPM",0,0,75,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,750,Linear,"STRAND1",No,"HMI_W1_SW_Loop2_Locl_Stpt_Entry",No,"S.W.LOCALSETPOINTLOOP02(WRITE)",0,0,0,0,0,0,0,0,"","","","","","","",""
"W1_A_SP#_07031","$System","S.W.LOCALSETPOINTLOOP03(WRITE)",No,No,0,No,No,0,0,"GPM",0,0,75,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,750,Linear,"STRAND1",No,"HMI_W1_SW_Loop3_Locl_Stpt_Entry",No,"S.W.LOCALSETPOINTLOOP03(WRITE)",0,0,0,0,0,0,0,0,"","","","","","","",""
"W1_A_SP#_07041","$System","S.W.LOCALSETPOINTLOOP04(WRITE)",No,No,0,No,No,0,0,"GPM",0,0,25,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,2500,Linear,"STRAND1",No,"HMI_W1_SW_Loop4_Locl_Stpt_Entry",No,"S.W.LOCALSETPOINTLOOP04(WRITE)",0,0,0,0,0,0,0,0,"","","","","","","",""
