:mode=ask
:IOAccess,Application,Topic,AdviseActive,DDEProtocol,SecApplication,SecTopic,SecAdviseActive,SecDDEProtocol,FailoverExpression,FailoverDeadband,DFOFlag,FBDFlag,FailbackDeadband,
"S2_CR_MLS_PAR_TAB10_K_RED_SMOTH","$System","MLC : PID total gain red. for smooth control [0÷5]",Yes,No,0,No,No,0,0,"",0,0,5,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,5,Linear,"WEST_TC_MLC",Yes,"S2_CR_MLS_PAR_TAB10_K_RED_SMOTH",No,"",0,0,0,0,0,0,0,0,"","","","","","","",""
"S2_CR_MLS_PAR_TAB10_ERR_SMOTH","$System","MLC : Error for smooth control enable[0÷20mm]",Yes,No,0,No,No,0,0,"mm",0,0,20,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,20,Linear,"WEST_TC_MLC",Yes,"S2_CR_MLS_PAR_TAB10_ERR_SMOTH",No,"",0,0,0,0,0,0,0,0,"","","","","","","",""
"S2_CR_MLS_PAR_TAB10_SP_FFW_SET","$System","MLC : Feed forward by cast speed [0÷5m/min]",Yes,No,0,No,No,0,0,"m/min",0,0,5,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,5,Linear,"WEST_TC_MLC",Yes,"S2_CR_MLS_PAR_TAB10_SP_FFW_SET",No,"",0,0,0,0,0,0,0,0,"","","","","","","",""
"S2_CR_MLS_PAR_TAB10_FILT_C_DER","$System","MLC : Level filter coeff. for der. action[0÷ 5sec]",Yes,No,0,No,No,0,0,"sec",0,0,5,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,5,Linear,"WEST_TC_MLC",Yes,"S2_CR_MLS_PAR_TAB10_FILT_C_DER",No,"",0,0,0,0,0,0,0,0,"","","","","","","",""
"S2_CR_MLS_PAR_TAB10_MAX_LV_ER_AL","$System","MLC : Max.level error for alarm [0.0÷50.0 mm]",Yes,No,0,No,No,0,0,"mm",0,0,50,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,50,Linear,"WEST_TC_MLC",No,"S2_CR_MLS_PAR_TAB10_MAX_LV_ERR_ALM",No,"",0,0,0,0,0,0,0,0,"","","","","","","",""
"S2_CR_MLS_PAR_TAB10_MAX_LV_ER_EM","$System","MLC : Max.level error for emerg. alarm [0÷180mm]",Yes,No,0,No,No,0,0,"mm",0,0,100,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,100,Linear,"WEST_TC_MLC",No,"S2_CR_MLS_PAR_TAB10_MAX_LV_ERR_EMG",No,"",0,0,0,0,0,0,0,0,"","","","","","","",""
"S2_CR_MLS_PAR_TAB10_MIN_LV_EMG","$System","MLC : Min.level for emergency alarm [0.0÷100.0 mm]",Yes,No,0,No,No,0,0,"mm",0,0,100,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,100,Linear,"WEST_TC_MLC",Yes,"S2_CR_MLS_PAR_TAB10_MIN_LV_EMG",No,"",0,0,0,0,0,0,0,0,"","","","","","","",""
"S2_CR_MLS_PAR_TAB10_MAX_LV_EMG","$System","MLC : Max.level for emergency alarm [0.0÷180.0 mm]",Yes,No,0,No,No,0,0,"mm",0,0,100,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,100,Linear,"WEST_TC_MLC",Yes,"S2_CR_MLS_PAR_TAB10_MAX_LV_EMG",No,"",0,0,0,0,0,0,0,0,"","","","","","","",""
"S2_CR_MLS_PAR_TAB10_TC_MAX_CLS","$System","MLC : TSG max close position [0.0÷100.0 mm]",Yes,No,0,No,No,0,0,"mm",0,0,120,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,120,Linear,"WEST_TC_MLC",Yes,"S2_CR_MLS_PAR_TAB10_TC_MAX_CLS",No,"",0,0,0,0,0,0,0,0,"","","","","","","",""
"S2_CR_MLS_PAR_TAB10_TC_MAX_OPN","$System","MLC : TSG  max open position [0.0÷100.0 mm]",Yes,No,0,No,No,0,0,"mm",0,0,120,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,120,Linear,"WEST_TC_MLC",Yes,"S2_CR_MLS_PAR_TAB10_TC_MAX_OPN",No,"",0,0,0,0,0,0,0,0,"","","","","","","",""
"S2_CR_MLS_PAR_TAB10_ASTA_LV_STA","$System","MLC : Level SP for machine start[0.0÷180.0 mm]",Yes,No,0,No,No,0,0,"mm",0,0,100,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,100,Linear,"WEST_TC_MLC",Yes,"S2_CR_MLS_PAR_TAB10_ASTA_LV_STA",No,"",0,0,0,0,0,0,0,0,"","","","","","","",""
"S2_CR_MLS_PAR_TAB10_ASTA_LV_STP","$System","MLC : Level SP for machine stop[0.0÷180.0 mm]",Yes,No,0,No,No,0,0,"mm",0,0,100,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,100,Linear,"WEST_TC_MLC",Yes,"S2_CR_MLS_PAR_TAB10_ASTA_LV_STP",No,"",0,0,0,0,0,0,0,0,"","","","","","","",""
"S2_CR_MLS_PAR_TAB10_ASTA_TC_WGT","$System","MLC : Tundish weight for auto start[0.0÷180.0 mm]",Yes,No,0,No,No,0,0,"mm",0,0,100,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,100,Linear,"WEST_TC_MLC",Yes,"S2_CR_MLS_PAR_TAB_ASTA_TC_WGT",No,"",0,0,0,0,0,0,0,0,"","","","","","","",""
"S2_CR_ASTA_T0_INIT_POS_SET","$System","",No,No,0,No,No,0,0,"mm",0,0,1000,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,1000,Linear,"WEST_TC_MLC",Yes,"S2_CR_ASTA_T0_INIT_POS_SET",No,"",0,0,0,0,0,0,0,0,"","","","","","","",""
"S2_CR_ASTA_T0_Lev1_SET","$System","",Yes,No,0,No,No,0,0,"%",0,0,1000,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,1000,Linear,"WEST_TC_MLC",Yes,"S2_CR_ASTA_T0_Lev1_SET",No,"",0,0,0,0,0,0,0,0,"","","","","","","",""
"S2_CR_ASTA_T0_Lev2_SET","$System","",Yes,No,0,No,No,0,0,"%",0,0,1000,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,1000,Linear,"WEST_TC_MLC",Yes,"S2_CR_ASTA_T0_Lev2_SET",No,"",0,0,0,0,0,0,0,0,"","","","","","","",""
"S2_CR_ASTA_T0_Lev3_SET","$System","",Yes,No,0,No,No,0,0,"%",0,0,1000,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,1000,Linear,"WEST_TC_MLC",Yes,"S2_CR_ASTA_T0_Lev3_SET",No,"",0,0,0,0,0,0,0,0,"","","","","","","",""
"S2_CR_ASTA_T0_POS1","$System","",Yes,No,0,No,No,0,0,"mm",0,0,1000,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,1000,Linear,"WEST_TC_MLC",Yes,"S2_CR_ASTA_T0_POS1",No,"",0,0,0,0,0,0,0,0,"","","","","","","",""
"S2_CR_ASTA_T0_POS2","$System","",Yes,No,0,No,No,0,0,"mm",0,0,1000,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,1000,Linear,"WEST_TC_MLC",Yes,"S2_CR_ASTA_T0_POS2",No,"",0,0,0,0,0,0,0,0,"","","","","","","",""
"S2_CR_ASTA_T0_POS3","$System","",Yes,No,0,No,No,0,0,"mm",0,0,1000,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,1000,Linear,"WEST_TC_MLC",Yes,"S2_CR_ASTA_T0_POS3",No,"",0,0,0,0,0,0,0,0,"","","","","","","",""
"S2_CR_MLS_CAST_SPD_RAMP_T1","$System","",Yes,No,0,No,No,0,0,"",0,0,5000,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,5000,Linear,"STRAND2",Yes,"S2_CR_MLS_CAST_SPD_RAMP_T1",No,"",0,0,0,0,0,0,0,0,"","","","","","","",""
"S2_CR_MLS_CAST_SPD_T1","$System","",Yes,No,0,No,No,0,0,"",0,0,5000,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,5000,Linear,"STRAND2",Yes,"S2_CR_MLS_CAST_SPD_T1",No,"",0,0,0,0,0,0,0,0,"","","","","","","",""
"S2_CR_MLS_INIT_SPD_RAMP_T1","$System","",Yes,No,0,No,No,0,0,"",0,0,5000,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,5000,Linear,"STRAND2",Yes,"S2_CR_MLS_INIT_SPD_RAMP_T1",No,"",0,0,0,0,0,0,0,0,"","","","","","","",""
"S2_CR_MLS_INIT_SPD_T1","$System","",Yes,No,0,No,No,0,0,"",0,0,5000,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,5000,Linear,"STRAND2",Yes,"S2_CR_MLS_INIT_SPD_T1",No,"",0,0,0,0,0,0,0,0,"","","","","","","",""
"S2_CR_MLS_START_SPD_RAMP_T1","$System","",Yes,No,0,No,No,0,0,"",0,0,5000,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,5000,Linear,"STRAND2",Yes,"S2_CR_MLS_START_SPD_RAMP_T1",No,"",0,0,0,0,0,0,0,0,"","","","","","","",""
"S2_CR_MLS_START_SPD_T1","$System","",Yes,No,0,No,No,0,0,"",0,0,5000,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,5000,Linear,"STRAND2",Yes,"S2_CR_MLS_START_SPD_T1",No,"",0,0,0,0,0,0,0,0,"","","","","","","",""
"S2_CR_ASTA_T1_INIT_POS_SET","$System","",No,No,0,No,No,0,0,"mm",0,0,1000,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,1000,Linear,"WEST_TC_MLC",Yes,"S2_CR_ASTA_T1_INIT_POS_SET",No,"",0,0,0,0,0,0,0,0,"","","","","","","",""
"S2_CR_ASTA_T1_Lev1_SET","$System","",Yes,No,0,No,No,0,0,"%",0,0,1000,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,1000,Linear,"WEST_TC_MLC",Yes,"S2_CR_ASTA_T1_Lev1_SET",No,"",0,0,0,0,0,0,0,0,"","","","","","","",""
"S2_CR_ASTA_T1_Lev2_SET","$System","",Yes,No,0,No,No,0,0,"%",0,0,1000,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,1000,Linear,"WEST_TC_MLC",Yes,"S2_CR_ASTA_T1_Lev2_SET",No,"",0,0,0,0,0,0,0,0,"","","","","","","",""
"S2_CR_ASTA_T1_Lev3_SET","$System","",Yes,No,0,No,No,0,0,"%",0,0,1000,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,1000,Linear,"WEST_TC_MLC",Yes,"S2_CR_ASTA_T1_Lev3_SET",No,"",0,0,0,0,0,0,0,0,"","","","","","","",""
"S2_CR_ASTA_T1_POS1","$System","",Yes,No,0,No,No,0,0,"mm",0,0,1000,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,1000,Linear,"WEST_TC_MLC",Yes,"S2_CR_ASTA_T1_POS1",No,"",0,0,0,0,0,0,0,0,"","","","","","","",""
"S2_CR_ASTA_T1_POS2","$System","",Yes,No,0,No,No,0,0,"mm",0,0,1000,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,1000,Linear,"WEST_TC_MLC",Yes,"S2_CR_ASTA_T1_POS2",No,"",0,0,0,0,0,0,0,0,"","","","","","","",""
"S2_CR_ASTA_T1_POS3","$System","",Yes,No,0,No,No,0,0,"mm",0,0,1000,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,1000,Linear,"WEST_TC_MLC",Yes,"S2_CR_ASTA_T1_POS3",No,"",0,0,0,0,0,0,0,0,"","","","","","","",""
"S2_CR_MLS_CAST_SPD_RAMP_T2","$System","",Yes,No,0,No,No,0,0,"",0,0,5000,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,5000,Linear,"STRAND2",Yes,"S2_CR_MLS_CAST_SPD_RAMP_T2",No,"",0,0,0,0,0,0,0,0,"","","","","","","",""
"S2_CR_MLS_CAST_SPD_T2","$System","",Yes,No,0,No,No,0,0,"",0,0,5000,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,5000,Linear,"STRAND2",Yes,"S2_CR_MLS_CAST_SPD_T2",No,"",0,0,0,0,0,0,0,0,"","","","","","","",""
"S2_CR_MLS_INIT_SPD_RAMP_T2","$System","",Yes,No,0,No,No,0,0,"",0,0,5000,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,5000,Linear,"STRAND2",Yes,"S2_CR_MLS_INIT_SPD_RAMP_T2",No,"",0,0,0,0,0,0,0,0,"","","","","","","",""
"S2_CR_MLS_INIT_SPD_T2","$System","",Yes,No,0,No,No,0,0,"",0,0,5000,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,5000,Linear,"STRAND2",Yes,"S2_CR_MLS_INIT_SPD_T2",No,"",0,0,0,0,0,0,0,0,"","","","","","","",""
"S2_CR_MLS_START_SPD_RAMP_T2","$System","",Yes,No,0,No,No,0,0,"",0,0,5000,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,5000,Linear,"STRAND2",Yes,"S2_CR_MLS_START_SPD_RAMP_T2",No,"",0,0,0,0,0,0,0,0,"","","","","","","",""
"S2_CR_MLS_START_SPD_T2","$System","",Yes,No,0,No,No,0,0,"",0,0,5000,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,5000,Linear,"STRAND2",Yes,"S2_CR_MLS_START_SPD_T2",No,"",0,0,0,0,0,0,0,0,"","","","","","","",""
"S2_CR_ASTA_T2_INIT_POS_SET","$System","",No,No,0,No,No,0,0,"mm",0,0,1000,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,1000,Linear,"WEST_TC_MLC",Yes,"S2_CR_ASTA_T2_INIT_POS_SET",No,"",0,0,0,0,0,0,0,0,"","","","","","","",""
"S2_CR_ASTA_T2_Lev1_SET","$System","",Yes,No,0,No,No,0,0,"%",0,0,1000,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,1000,Linear,"WEST_TC_MLC",Yes,"S2_CR_ASTA_T2_Lev1_SET",No,"",0,0,0,0,0,0,0,0,"","","","","","","",""
"S2_CR_ASTA_T2_Lev2_SET","$System","",Yes,No,0,No,No,0,0,"%",0,0,1000,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,1000,Linear,"WEST_TC_MLC",Yes,"S2_CR_ASTA_T2_Lev2_SET",No,"",0,0,0,0,0,0,0,0,"","","","","","","",""
"S2_CR_ASTA_T2_Lev3_SET","$System","",Yes,No,0,No,No,0,0,"%",0,0,1000,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,1000,Linear,"WEST_TC_MLC",Yes,"S2_CR_ASTA_T2_Lev3_SET",No,"",0,0,0,0,0,0,0,0,"","","","","","","",""
"S2_CR_ASTA_T2_POS1","$System","",Yes,No,0,No,No,0,0,"mm",0,0,1000,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,1000,Linear,"WEST_TC_MLC",Yes,"S2_CR_ASTA_T2_POS1",No,"",0,0,0,0,0,0,0,0,"","","","","","","",""
"S2_CR_ASTA_T2_POS2","$System","",Yes,No,0,No,No,0,0,"mm",0,0,1000,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,1000,Linear,"WEST_TC_MLC",Yes,"S2_CR_ASTA_T2_POS2",No,"",0,0,0,0,0,0,0,0,"","","","","","","",""
"S2_CR_ASTA_T2_POS3","$System","",Yes,No,0,No,No,0,0,"mm",0,0,1000,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,1000,Linear,"WEST_TC_MLC",Yes,"S2_CR_ASTA_T2_POS3",No,"",0,0,0,0,0,0,0,0,"","","","","","","",""
"S2_CR_MLS_CAST_SPD_RAMP_T3","$System","",Yes,No,0,No,No,0,0,"",0,0,5000,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,5000,Linear,"STRAND2",Yes,"S2_CR_MLS_CAST_SPD_RAMP_T3",No,"",0,0,0,0,0,0,0,0,"","","","","","","",""
"S2_CR_MLS_CAST_SPD_T3","$System","",Yes,No,0,No,No,0,0,"",0,0,5000,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,5000,Linear,"STRAND2",Yes,"S2_CR_MLS_CAST_SPD_T3",No,"",0,0,0,0,0,0,0,0,"","","","","","","",""
"S2_CR_MLS_INIT_SPD_RAMP_T3","$System","",Yes,No,0,No,No,0,0,"",0,0,5000,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,5000,Linear,"STRAND2",Yes,"S2_CR_MLS_INIT_SPD_RAMP_T3",No,"",0,0,0,0,0,0,0,0,"","","","","","","",""
"S2_CR_MLS_INIT_SPD_T3","$System","",Yes,No,0,No,No,0,0,"",0,0,5000,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,5000,Linear,"STRAND2",Yes,"S2_CR_MLS_INIT_SPD_T3",No,"",0,0,0,0,0,0,0,0,"","","","","","","",""
"S2_CR_MLS_START_SPD_RAMP_T3","$System","",Yes,No,0,No,No,0,0,"",0,0,5000,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,5000,Linear,"STRAND2",Yes,"S2_CR_MLS_START_SPD_RAMP_T3",No,"",0,0,0,0,0,0,0,0,"","","","","","","",""
"S2_CR_MLS_START_SPD_T3","$System","",Yes,No,0,No,No,0,0,"",0,0,5000,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,5000,Linear,"STRAND2",Yes,"S2_CR_MLS_START_SPD_T3",No,"",0,0,0,0,0,0,0,0,"","","","","","","",""
"S2_CR_ASTA_T3_INIT_POS_SET","$System","",No,No,0,No,No,0,0,"mm",0,0,1000,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,1000,Linear,"WEST_TC_MLC",Yes,"S2_CR_ASTA_T3_INIT_POS_SET",No,"",0,0,0,0,0,0,0,0,"","","","","","","",""
"S2_CR_ASTA_T3_Lev1_SET","$System","",Yes,No,0,No,No,0,0,"%",0,0,1000,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,1000,Linear,"WEST_TC_MLC",Yes,"S2_CR_ASTA_T3_Lev1_SET",No,"",0,0,0,0,0,0,0,0,"","","","","","","",""
"S2_CR_ASTA_T3_Lev2_SET","$System","",Yes,No,0,No,No,0,0,"%",0,0,1000,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,1000,Linear,"WEST_TC_MLC",Yes,"S2_CR_ASTA_T3_Lev2_SET",No,"",0,0,0,0,0,0,0,0,"","","","","","","",""
"S2_CR_ASTA_T3_Lev3_SET","$System","",Yes,No,0,No,No,0,0,"%",0,0,1000,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,1000,Linear,"WEST_TC_MLC",Yes,"S2_CR_ASTA_T3_Lev3_SET",No,"",0,0,0,0,0,0,0,0,"","","","","","","",""
"S2_CR_ASTA_T3_POS1","$System","",Yes,No,0,No,No,0,0,"mm",0,0,1000,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,1000,Linear,"WEST_TC_MLC",Yes,"S2_CR_ASTA_T3_POS1",No,"",0,0,0,0,0,0,0,0,"","","","","","","",""
"S2_CR_ASTA_T3_POS2","$System","",Yes,No,0,No,No,0,0,"mm",0,0,1000,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,1000,Linear,"WEST_TC_MLC",Yes,"S2_CR_ASTA_T3_POS2",No,"",0,0,0,0,0,0,0,0,"","","","","","","",""
"S2_CR_ASTA_T3_POS3","$System","",Yes,No,0,No,No,0,0,"mm",0,0,1000,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,1000,Linear,"WEST_TC_MLC",Yes,"S2_CR_ASTA_T3_POS3",No,"",0,0,0,0,0,0,0,0,"","","","","","","",""
"S2_CR_MLS_CAST_SPD_RAMP_T4","$System","",Yes,No,0,No,No,0,0,"",0,0,5000,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,5000,Linear,"STRAND2",Yes,"S2_CR_MLS_CAST_SPD_RAMP_T4",No,"",0,0,0,0,0,0,0,0,"","","","","","","",""
"S2_CR_MLS_CAST_SPD_T4","$System","",Yes,No,0,No,No,0,0,"",0,0,5000,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,5000,Linear,"STRAND2",Yes,"S2_CR_MLS_CAST_SPD_T4",No,"",0,0,0,0,0,0,0,0,"","","","","","","",""
"S2_CR_MLS_INIT_SPD_RAMP_T4","$System","",Yes,No,0,No,No,0,0,"",0,0,5000,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,5000,Linear,"STRAND2",Yes,"S2_CR_MLS_INIT_SPD_RAMP_T4",No,"",0,0,0,0,0,0,0,0,"","","","","","","",""
"S2_CR_MLS_INIT_SPD_T4","$System","",Yes,No,0,No,No,0,0,"",0,0,5000,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,5000,Linear,"STRAND2",Yes,"S2_CR_MLS_INIT_SPD_T4",No,"",0,0,0,0,0,0,0,0,"","","","","","","",""
"S2_CR_MLS_START_SPD_RAMP_T4","$System","",Yes,No,0,No,No,0,0,"",0,0,5000,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,5000,Linear,"STRAND2",Yes,"S2_CR_MLS_START_SPD_RAMP_T4",No,"",0,0,0,0,0,0,0,0,"","","","","","","",""
"S2_CR_MLS_START_SPD_T4","$System","",Yes,No,0,No,No,0,0,"",0,0,5000,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,5000,Linear,"STRAND2",Yes,"S2_CR_MLS_START_SPD_T4",No,"",0,0,0,0,0,0,0,0,"","","","","","","",""
"S2_CR_ASTA_T4_INIT_POS_SET","$System","",No,No,0,No,No,0,0,"mm",0,0,1000,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,1000,Linear,"WEST_TC_MLC",Yes,"S2_CR_ASTA_T4_INIT_POS_SET",No,"",0,0,0,0,0,0,0,0,"","","","","","","",""
"S2_CR_ASTA_T4_Lev1_SET","$System","",Yes,No,0,No,No,0,0,"%",0,0,1000,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,1000,Linear,"WEST_TC_MLC",Yes,"S2_CR_ASTA_T4_Lev1_SET",No,"",0,0,0,0,0,0,0,0,"","","","","","","",""
"S2_CR_ASTA_T4_Lev2_SET","$System","",Yes,No,0,No,No,0,0,"%",0,0,1000,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,1000,Linear,"WEST_TC_MLC",Yes,"S2_CR_ASTA_T4_Lev2_SET",No,"",0,0,0,0,0,0,0,0,"","","","","","","",""
"S2_CR_ASTA_T4_Lev3_SET","$System","",Yes,No,0,No,No,0,0,"%",0,0,1000,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,1000,Linear,"WEST_TC_MLC",Yes,"S2_CR_ASTA_T4_Lev3_SET",No,"",0,0,0,0,0,0,0,0,"","","","","","","",""
"S2_CR_ASTA_T4_POS1","$System","",Yes,No,0,No,No,0,0,"mm",0,0,1000,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,1000,Linear,"WEST_TC_MLC",Yes,"S2_CR_ASTA_T4_POS1",No,"",0,0,0,0,0,0,0,0,"","","","","","","",""
"S2_CR_ASTA_T4_POS2","$System","",Yes,No,0,No,No,0,0,"mm",0,0,1000,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,1000,Linear,"WEST_TC_MLC",Yes,"S2_CR_ASTA_T4_POS2",No,"",0,0,0,0,0,0,0,0,"","","","","","","",""
